Name,Meaning,Gender,Origin,Lucky #,Religion,Short Name,Name Length
Abutalib,Father of seeker,Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Auharmazd,Lord Of Wisdom,Boy,Persian,6,Muslim,NO,9 Letters and 1 Word
Azharan,The sun and moon alike,Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Akhzar,"Greenery,",Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Abu Isa,"Father of Isa,",Boy,Urdu,6,Muslim,NO,7 Letters and 2 Word
Abu Bakar,The first caliph was Syedna Abu Bakr Siddiq,Boy,Arabic,4,Muslim,NO,9 Letters and 2 Word
Abdus Subbooh,Slave of the Extremely pure,Boy,Urdu,5,Muslim,NO,13 Letters and 2 Word
Abbal,Rose Plant,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Abu ghalib,Father Of Ghalib,Boy,Arabic,7,Muslim,NO,10 Letters and 2 Word
Awwam,Swimmer,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Aamir Hussain,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Abdul-mejid,Variant Of Abdal Majid: Servant Of The Glorious One,Boy,Arabic,2,Muslim,NO,11 Letters and 1 Word
Asatoh,Unconquerable,Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Muhammad Abaan,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Abahat,"Legitimate, permission, right",Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Muhammad Waqar,,Boy,Arabic,3,Muslim,NO,14 Letters and 2 Word
Muhammad Arshad,,Boy,Arabic,3,Muslim,NO,15 Letters and 2 Word
Muhammad Mubeen,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Muhammad Shahbaz,,Boy,Arabic,2,Muslim,NO,16 Letters and 2 Word
Muhammad Sajjad,,Boy,Arabic,7,Muslim,NO,15 Letters and 2 Word
Muhammad Aaron,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Imtiaz,,Boy,Arabic,2,Muslim,NO,15 Letters and 2 Word
Muhammad Zeeshan,,Boy,Arabic,1,Muslim,NO,16 Letters and 2 Word
Muhammad Sultan,,Boy,Arabic,8,Muslim,NO,15 Letters and 2 Word
Muhammad Kamran,,Boy,Arabic,6,Muslim,NO,15 Letters and 2 Word
Muhammad Tahir,,Boy,Arabic,1,Muslim,NO,14 Letters and 2 Word
Muhammad Khizar,,Boy,Arabic,9,Muslim,NO,15 Letters and 2 Word
Muhammad Ahmed,,Boy,Arabic,1,Muslim,NO,14 Letters and 2 Word
Muhammad Riaz,,Boy,Arabic,5,Muslim,NO,13 Letters and 2 Word
Muhammad Waris,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Ayan,,Boy,Arabic,9,Muslim,NO,13 Letters and 2 Word
Muhammad Aslam,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Faisal,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Mohsin Ali,,Boy,Arabic,7,Muslim,NO,10 Letters and 2 Word
Muhammad Umar,,Boy,Arabic,6,Muslim,NO,13 Letters and 2 Word
Mohammad Hussain,,Boy,Arabic,4,Muslim,NO,16 Letters and 2 Word
Muhammad Jawad,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Dawood,,Boy,Arabic,2,Muslim,NO,15 Letters and 2 Word
Muhammad Samir,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Akbar,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Taha,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Muhammad Hamdan,,Boy,Arabic,6,Muslim,NO,15 Letters and 2 Word
Muhammad Fayaz,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Abdul-qahaar,"Servant Of The Subduer, Almighty",Boy,Arabic,8,Muslim,NO,12 Letters and 1 Word
Abahat,"Legitimate, permission, right",Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Muhammad Amir,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Arzanik,"Precious, Worthy, One Who Performs A Meritorious Deed",Boy,Persian,7,Muslim,NO,7 Letters and 1 Word
Arbaa,Wednesday Or Fourth,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Awaan,"Help, support",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Abu Masood,A great Sahabi who participa,Boy,Urdu,9,Muslim,NO,10 Letters and 2 Word
Ayyuq,Handsome,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Azaf,To be close,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Aizaad,"Extension, excess,",Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Azzat,Precious,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Absat,"Wide, vast, spacious,",Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Avakhshidar,Forgiver,Boy,Persian,6,Muslim,NO,11 Letters and 1 Word
Abu Al Khayr,One who does good,Boy,Urdu,4,Muslim,NO,12 Letters and 3 Word
Abul fath,Father Of Victory,Boy,Arabic,5,Muslim,NO,9 Letters and 2 Word
Aryano,New Aryan,Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Aaron Hussain,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Adbis,Strong Bodies,Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Abbam,Heavy,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Amdat,"Faith, Trust",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Aynuddin,Source of the faith (Islam),Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Ardoon,Name Of A Persian King,Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Azhmeer,Clever,Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Aaron Ali,,Boy,Arabic,7,Muslim,NO,9 Letters and 2 Word
Abu lu'lu,Father Of A Pearl,Boy,Arabic,7,Muslim,NO,9 Letters and 2 Word
Asiruddin,Honoured (person) of the religion (Islam),Boy,Urdu,8,Muslim,NO,9 Letters and 1 Word
Asnud,Pure,Boy,Persian,1,Muslim,YES,5 Letters and 1 Word
Abulfazl,"(Father of bounty), Endowed with bounty, Grace",Boy,Urdu,7,Muslim,NO,8 Letters and 1 Word
Abdus Shaheed,Servant of the Witness,Boy,Urdu,2,Muslim,NO,13 Letters and 2 Word
Almahdi,Guided to the right path,Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
Ahbar,"Wise, sensible",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Muhammad Zubair,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Muhammad Rohan,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Faris,,Boy,Arabic,1,Muslim,NO,14 Letters and 2 Word
Muhammad Mazhar,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Afzal,,Boy,Arabic,4,Muslim,NO,14 Letters and 2 Word
Muhammad Hasaan,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Hussain,,Boy,Arabic,4,Muslim,NO,16 Letters and 2 Word
Muhammad Usama,,Boy,Arabic,10,Muslim,NO,14 Letters and 2 Word
Muhammad Amaan,,Boy,Arabic,4,Muslim,NO,14 Letters and 2 Word
Muhammad Anwar,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Adeel,,Boy,Arabic,8,Muslim,NO,14 Letters and 2 Word
Muhammad Rameez,,Boy,Arabic,8,Muslim,NO,15 Letters and 2 Word
Muhammad Yunus,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Muhammad Nabeel,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Wasif,,Boy,Arabic,8,Muslim,NO,14 Letters and 2 Word
Muhammad Adnan,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Ashar,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Akram,,Boy,Arabic,9,Muslim,NO,14 Letters and 2 Word
Muhammad Ishrat,,Boy,Arabic,9,Muslim,NO,15 Letters and 2 Word
Muhammad Jamal,,Boy,Arabic,4,Muslim,NO,14 Letters and 2 Word
Muhammad Aamir,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Samad,,Boy,Arabic,1,Muslim,NO,14 Letters and 2 Word
Muhammad Feroz,,Boy,Arabic,8,Muslim,NO,14 Letters and 2 Word
Muhammad Yameen,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Furqan,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Azad,,Boy,Arabic,5,Muslim,NO,13 Letters and 2 Word
Muhammad Zarar,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Shadab,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Ammar,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Sibtain,,Boy,Arabic,7,Muslim,NO,16 Letters and 2 Word
Abdul-salaam,Servant Of The Peace,Boy,Arabic,4,Muslim,NO,12 Letters and 1 Word
Avginak,"Glass, Mirror",Boy,Persian,5,Muslim,NO,7 Letters and 1 Word
Asher,To be early,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Allah Ditta,"God gifted, Blessing of Allah, Gift by God",Boy,Arabic,4,Muslim,NO,11 Letters and 2 Word
Abaan Hussain,,Boy,Arabic,2,Muslim,NO,13 Letters and 2 Word
Abdul Vajed,Servant of the Finder,Boy,Urdu,3,Muslim,NO,11 Letters and 2 Word
Abu Mahzoorah,Name of one companion of the,Boy,Urdu,2,Muslim,NO,13 Letters and 2 Word
Ajam,"Trees, forests",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Abdush Shaheed,Servant of the Witness,Boy,Urdu,2,Muslim,NO,14 Letters and 2 Word
Anabat,Repentance,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Absher,Good news for someone,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Arjasp,A Character In Shahnameh (AfrasiyAb's Grandson Name Of A Turanian Champion) Possessor Of Valuable Horses,Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Abdul-medjid,Variant Of Abdal Majid: Servant Of The Glorious One,Boy,Arabic,6,Muslim,NO,12 Letters and 1 Word
Anq,Be Happy,Boy,Urdu,6,Muslim,YES,3 Letters and 1 Word
Afif Ud Din,Virtuous of the religion,Boy,Urdu,2,Muslim,NO,11 Letters and 3 Word
Abul aina,Father Of Aina,Boy,Arabic,8,Muslim,NO,10 Letters and 3 Word
Ajmel,"Beautiful, ennobled",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Aheed,Time,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Abaan Ahmed,,Boy,Arabic,8,Muslim,NO,11 Letters and 2 Word
Ayiyar,"Friend, Helper",Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Abduz Zahir,Servant of the Overt,Boy,Urdu,6,Muslim,NO,11 Letters and 2 Word
Abthi,"One who lives in Abtah, a place near Makkah",Boy,Urdu,5,Muslim,YES,5 Letters and 1 Word
Abdul-ra'uf,Servant Of The Most Merciful,Boy,Arabic,9,Muslim,NO,11 Letters and 1 Word
Artadukht,Righteous Daughter,Boy,Persian,2,Muslim,NO,9 Letters and 1 Word
Abdul-qaadir,Servant Of The Capable,Boy,Arabic,7,Muslim,NO,12 Letters and 1 Word
Abdus Sameei,Servant of the All-Hearing,Boy,Urdu,7,Muslim,NO,12 Letters and 2 Word
Ashtag,Messenger,Boy,Persian,1,Muslim,YES,6 Letters and 1 Word
Azaar,"The sixth Roman month, the month of Chit or March",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Armoun,"Earnest, Pledge",Boy,Persian,9,Muslim,YES,6 Letters and 1 Word
Atil,Turkish - Big River,Boy,Turkish,6,Muslim,YES,4 Letters and 1 Word
Muhammad Arsal,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Shadab,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Shahrukh,,Boy,Arabic,10,Muslim,NO,17 Letters and 2 Word
Muhammad Muneeb,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Muhammad Luqman,,Boy,Arabic,7,Muslim,NO,15 Letters and 2 Word
Muhammad Aqib,,Boy,Arabic,4,Muslim,NO,13 Letters and 2 Word
Muhammad Arif,,Boy,Arabic,2,Muslim,NO,13 Letters and 2 Word
Muhammad Mateen,,Boy,Arabic,7,Muslim,NO,15 Letters and 2 Word
Muhammad Zaman,,Boy,Arabic,1,Muslim,NO,14 Letters and 2 Word
Muhammad Shoaib,,Boy,Arabic,6,Muslim,NO,15 Letters and 2 Word
Muhammad Sarim,,Boy,Arabic,9,Muslim,NO,14 Letters and 2 Word
Muhammad Nihal,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Raheel,,Boy,Arabic,8,Muslim,NO,15 Letters and 2 Word
Muhammad Nafees,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Mustafa Ahmed,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Talha,,Boy,Arabic,9,Muslim,NO,14 Letters and 2 Word
Muhammad Hammad,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Azan,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Muhammad Saqlain,,Boy,Arabic,8,Muslim,NO,16 Letters and 2 Word
Muhammad Abid,,Boy,Arabic,7,Muslim,NO,13 Letters and 2 Word
Muhammad Ayaz,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Mehboob,,Boy,Arabic,6,Muslim,NO,16 Letters and 2 Word
Muhammad Waseem,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Ahil,,Boy,Arabic,1,Muslim,NO,13 Letters and 2 Word
Muhammad Abdul,,Boy,Arabic,9,Muslim,NO,14 Letters and 2 Word
Muhammad Qasim,,Boy,Arabic,5,Muslim,NO,14 Letters and 2 Word
Muhammad Mudassar,,Boy,Arabic,8,Muslim,NO,17 Letters and 2 Word
Muhammad Jibran,,Boy,Arabic,6,Muslim,NO,15 Letters and 2 Word
Mustafa Ali,,Boy,Arabic,6,Muslim,NO,11 Letters and 2 Word
Muhammad Zaid,,Boy,Arabic,6,Muslim,NO,13 Letters and 2 Word
Athazaz,"Unknown, Mystery, Maze",Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Abul mahzurat,Father Of A Scare-crow,Boy,Arabic,10,Muslim,NO,13 Letters and 2 Word
Ashrafus Sadat,"Most noble of the Sayyids,",Boy,Urdu,3,Muslim,NO,14 Letters and 2 Word
Abul Yusr,A great Sahabi who participa,Boy,Urdu,7,Muslim,NO,9 Letters and 2 Word
Abbaas,Lion,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Abdul-waahid,Servant Of The One,Boy,Arabic,9,Muslim,NO,12 Letters and 1 Word
Afsaruddin,"Crown of the religion (Islam), Adorning the religion (Islam)",Boy,Urdu,7,Muslim,NO,10 Letters and 1 Word
Aaron Ahmed,,Boy,Arabic,4,Muslim,NO,11 Letters and 2 Word
Abdul-tawaab,Servant Of The Forgiver,Boy,Arabic,1,Muslim,NO,12 Letters and 1 Word
Awanah,"Middle-aged, fierce,",Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Aleem Ul Huda,"Banner of guidance,",Boy,Urdu,2,Muslim,NO,13 Letters and 3 Word
Asaal,"Evening time, original, Pure",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Arshasb,Possessor Of Stallions An Old Persian Name,Boy,Persian,6,Muslim,NO,7 Letters and 1 Word
Aiqunah,"Image, Picture",Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Aftabuddin,Sun of the religion (Islam),Boy,Urdu,5,Muslim,NO,10 Letters and 1 Word
Asi,"Hakim, doctor",Boy,Arabic,7,Muslim,YES,3 Letters and 1 Word
Azbak,"Independent, autonomous,",Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Ashkama,Of Intense Desire,Boy,Persian,1,Muslim,NO,7 Letters and 1 Word
Abdul-khaaliq,Servant Of The Creator,Boy,Arabic,9,Muslim,NO,13 Letters and 1 Word
Ateel,Servants,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Awsaf,Definition,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Anabi,Red,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Asodah,"Prosperous, happy",Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Azer,"Surrounding something, fire",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Ashavant,Follower Of The Truth,Boy,Persian,2,Muslim,NO,8 Letters and 1 Word
Anaid,Rebel,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Asbagh,"Coloured animal, huge flood, dyer",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Akas,"Sky, space, sight",Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Aryabod,"Chief Of The Aryans, Guardian Of The Aryans",Boy,Persian,5,Muslim,NO,7 Letters and 1 Word
Aryamanesh,Of Aryan Nature,Boy,Persian,6,Muslim,NO,10 Letters and 1 Word
Aydan,Bad,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Abdul-razaaq,"Servant Of The Maintainer, Provider",Boy,Arabic,1,Muslim,NO,12 Letters and 1 Word
Aamir Ahmed,,Boy,Arabic,4,Muslim,NO,11 Letters and 2 Word
Abul sa'id,Father Of The Sa'id,Boy,Arabic,5,Muslim,NO,10 Letters and 2 Word
Abul-khayr,One Who Does Good,Boy,Arabic,4,Muslim,NO,10 Letters and 1 Word
Alharith,The plowman,Boy,Urdu,2,Muslim,NO,8 Letters and 1 Word
Asaaf,To meet the need,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Ashaath,"Scattered, Spread about, humble",Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Arsam,Lion,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Abu dawaniq,Father Of A Weight Of 2 Carats,Boy,Arabic,9,Muslim,NO,11 Letters and 2 Word
Ataqat,Liberty,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Adaim,Red fragrant leather,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Abul Yumn,"Father of happiness, happy,",Boy,Urdu,7,Muslim,NO,9 Letters and 2 Word
Azzaam,"Variant Of Azzam: Determined, Resolved",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Aqeil,Knowledgable,Boy,Urdu,2,Muslim,YES,5 Letters and 1 Word
Alaaudin,Variant Of Alaaudeen: Excellence Of Religion,Boy,Arabic,7,Muslim,NO,8 Letters and 1 Word
Atafet,"Blessings,Please",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Aasim Hussain,,Boy,Arabic,5,Muslim,NO,13 Letters and 2 Word
Amon,River of Turkestan,Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Aizad,Increase,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Azad Ahmed,Which is not bound,Boy,Arabic,2,Muslim,NO,10 Letters and 2 Word
Alsafi,"Clear, pure, fine",Boy,Urdu,1,Muslim,YES,6 Letters and 1 Word
Ajurrum,"Religious Man, Sufi",Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Azban,Decoration,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Ajtaba,"Favourite, selected,",Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Amerulla,Prince,Boy,Urdu,6,Muslim,NO,8 Letters and 1 Word
Ayiyat,Memory,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Aryaramna,Name Of The Great-grandfather Of King Darius I,Boy,Persian,8,Muslim,NO,9 Letters and 1 Word
Aqul,"Intelligent, Wise",Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Ashazzam,"Hard, Strong",Boy,Arabic,7,Muslim,NO,8 Letters and 1 Word
Muhammad Nadeem,,Boy,Arabic,7,Muslim,NO,15 Letters and 2 Word
Muhammad Zaid,,Boy,Arabic,6,Muslim,NO,13 Letters and 2 Word
Muhammad Noman,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Humayun,,Boy,Arabic,1,Muslim,NO,16 Letters and 2 Word
Muhammad Ahtisham,,Boy,Arabic,5,Muslim,NO,17 Letters and 2 Word
Muhammad Huzaifa,,Boy,Arabic,4,Muslim,NO,16 Letters and 2 Word
Muhammad Basit,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Muhammad Misbah,,Boy,Arabic,8,Muslim,NO,15 Letters and 2 Word
Muhammad Zaheer,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Hafeez,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Taimoor,,Boy,Arabic,10,Muslim,NO,16 Letters and 2 Word
Muhammad Salim,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Shakil,,Boy,Arabic,9,Muslim,NO,15 Letters and 2 Word
Muhammad Waheed,,Boy,Arabic,3,Muslim,NO,15 Letters and 2 Word
Muhammad Tauheed,,Boy,Arabic,7,Muslim,NO,16 Letters and 2 Word
Muhammad Khalifa,,Boy,Arabic,7,Muslim,NO,16 Letters and 2 Word
Muhammad Ashir,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Jafar,,Boy,Arabic,4,Muslim,NO,14 Letters and 2 Word
Muhammad Ayub,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Kabir,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Khurram,,Boy,Arabic,5,Muslim,NO,16 Letters and 2 Word
Muhammad Sufian,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Muhammad Saqib,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Muhammad Wahid,,Boy,Arabic,3,Muslim,NO,14 Letters and 2 Word
Muhammad Noor,,Boy,Arabic,6,Muslim,NO,13 Letters and 2 Word
Muhammad Sharif,,Boy,Arabic,7,Muslim,NO,15 Letters and 2 Word
Muhammad Rayhan,,Boy,Arabic,1,Muslim,NO,15 Letters and 2 Word
Muhammad Asim,,Boy,Arabic,2,Muslim,NO,13 Letters and 2 Word
Muhammad Rashid,,Boy,Arabic,3,Muslim,NO,15 Letters and 2 Word
Asliraf,Honorable,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Areen,The Forest,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Abass,"Tiger, One Of Prophet Muhammad's Uncles Who Was The Forefather Of The Abbasids",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Muhammad Naveed,,Boy,Arabic,9,Muslim,NO,15 Letters and 2 Word
Awelijama,Man of somali,Boy,Urdu,7,Muslim,NO,9 Letters and 1 Word
Afuww,"The Pardoner, He who pardons",Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Arteshtar,"Warrior, Soldier",Boy,Persian,8,Muslim,NO,9 Letters and 1 Word
Aasim Ahmed,,Boy,Arabic,2,Muslim,NO,11 Letters and 2 Word
Ahbab,Friend,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Aahid Hussain,,Boy,Arabic,1,Muslim,NO,13 Letters and 2 Word
Azizbek,Powerful chief,Boy,Turkish,7,Muslim,NO,7 Letters and 1 Word
Asravan,Priest,Boy,Persian,2,Muslim,NO,7 Letters and 1 Word
Azuiti,Wife Of Ahura Mazda,Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Alhusain,"Diminutive Of The Handsome, The Good",Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Atashban,Guardian Of Fire,Boy,Persian,9,Muslim,NO,8 Letters and 1 Word
Altaam,Correct,Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Arshavant,"Righteousness, Diety",Boy,Persian,5,Muslim,NO,9 Letters and 1 Word
Azarang,"Bright, Shining, Flame-colored, Red",Boy,Persian,9,Muslim,NO,7 Letters and 1 Word
Anadel,Whiskered,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Akhangal,Sword,Boy,Arabic,8,Muslim,NO,8 Letters and 1 Word
Azduddaulah,Helper Of The Kingdom,Boy,Arabic,8,Muslim,NO,11 Letters and 1 Word
Ans,"Loving, loving, compassionate, sad",Boy,Arabic,3,Muslim,YES,3 Letters and 1 Word
Aahid Ahmed,,Boy,Arabic,7,Muslim,NO,11 Letters and 2 Word
Ahzam,Parties,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Abul durr,Father Of The Pearl,Boy,Arabic,5,Muslim,NO,10 Letters and 3 Word
Amar,"Order, verb",Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Ajubah,"Wonder, More Strange",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Abdar,"Shiny, watery shine",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Ataalrahman,GIFT OF THE BENEFICENT,Boy,Urdu,10,Muslim,NO,11 Letters and 1 Word
Abaan Ali,,Boy,Arabic,2,Muslim,NO,9 Letters and 2 Word
Muhammad Wajahat,,Boy,Arabic,3,Muslim,NO,16 Letters and 2 Word
Muhammad Kazim,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Naveed,,Boy,Arabic,9,Muslim,NO,15 Letters and 2 Word
Muhammad Aslan,,Boy,Arabic,9,Muslim,NO,14 Letters and 2 Word
Muhammad Arman,,Boy,Arabic,6,Muslim,NO,14 Letters and 2 Word
Muhammad Tabassum,,Boy,Arabic,9,Muslim,NO,17 Letters and 2 Word
Muhammad Aqeel,,Boy,Arabic,5,Muslim,NO,14 Letters and 2 Word
Muhammad Ilyas,,Boy,Arabic,5,Muslim,NO,14 Letters and 2 Word
Muhammad Moiz,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Raees,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Muhammad Ijaz,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Wahab,,Boy,Arabic,7,Muslim,NO,14 Letters and 2 Word
Muhammad Nusrat,,Boy,Arabic,4,Muslim,NO,15 Letters and 2 Word
Muhammad Zaviyar,,Boy,Arabic,2,Muslim,NO,16 Letters and 2 Word
Muhammad Kaif,,Boy,Arabic,2,Muslim,NO,13 Letters and 2 Word
Muhammad Ejaz,,Boy,Arabic,3,Muslim,NO,13 Letters and 2 Word
Muhammad Mujtaba,,Boy,Arabic,7,Muslim,NO,16 Letters and 2 Word
Muhammad Shahryar,,Boy,Arabic,7,Muslim,NO,17 Letters and 2 Word
Muhammad Faheem,,Boy,Arabic,2,Muslim,NO,15 Letters and 2 Word
Muhammad Fahim,,Boy,Arabic,2,Muslim,NO,14 Letters and 2 Word
Meer Ali,,Boy,Arabic,9,Muslim,NO,8 Letters and 2 Word
Muhammad Samar,,Boy,Arabic,4,Muslim,NO,14 Letters and 2 Word
Muhammad Zain,,Boy,Arabic,6,Muslim,NO,13 Letters and 2 Word
Muhammad Arsalan,,Boy,Arabic,2,Muslim,NO,16 Letters and 2 Word
Mughal,A native of Mongolia,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Muhammad Shihab,,Boy,Arabic,5,Muslim,NO,15 Letters and 2 Word
Mehar Ali,,Boy,Arabic,4,Muslim,NO,9 Letters and 2 Word
