Name,Meaning,Reference,Gender,Origin,Lucky #,Religion,Short Name,Name Length,Personalities
Saudaa,"Variant Of Soudah: Proper Name Black,",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Sakhrah,"Rock(s),",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Sarood,"Rhythm and ecstasy,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Subhiyah,of the morning,,Girl,Urdu,1,Muslim,NO,8 Letters and 1 Word,
Sameeah,"Hearing,",,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Shimrana,The Generosity,,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Assieh,The Name Of Pharoah's Wife Who Educated Moses,,Girl,Persian,1,Muslim,YES,6 Letters and 1 Word,
Sameere,"Variant Of Samirah: Jovial, Companion,",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Aaraish,Decoration,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Shadee,Happiness,,Girl,Persian,9,Muslim,YES,6 Letters and 1 Word,
Armaiti,"Thought, Devotion",,Girl,Persian,3,Muslim,NO,7 Letters and 1 Word,
Aansa,Lover,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Ayeisa,Woman,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Azajj,With Long Lashes,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Aighar,"She was a religious, righteous woman",,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Amnajane,"A Tranquil Gif Of Peace From Allah Almighty ,",,Girl,Urdu,8,Muslim,NO,8 Letters and 1 Word,
Atarspenishta,Holy Fire,,Girl,Persian,1,Muslim,NO,13 Letters and 1 Word,
Atufah,Kind Woman,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Areeha,A City In Syria,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Aaniba,One Who Lives In Old Ways,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Aailah,Family,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Maaslah,Example,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Aafiyat,عافیت,,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Mitaa,Pearl,,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Mirnaa,Soft,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Marshaa,Pearl,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Massroor,"Happy, Joyful",,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Muqaddisah,Pure,,Girl,Arabic,2,Muslim,NO,10 Letters and 1 Word,
Malaatfah,Pious,,Girl,Arabic,3,Muslim,NO,9 Letters and 1 Word,
Mutloob,"Wish, Desired",,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Murtajah,Candidate,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Maqsoodah,Intention,,Girl,Arabic,2,Muslim,NO,9 Letters and 1 Word,
Asriyah,Modernist,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Mushafaq,"Compassionate, Kind",,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Aisiah,Woman,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Almeeria,Aristrocratic Lady,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Aanishah,Peace,,Girl,Arabic,3,Muslim,NO,8 Letters and 1 Word,
Mutarhah,Advice,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Magheenah,Singer,,Girl,Arabic,7,Muslim,NO,9 Letters and 1 Word,
Akhtaf,With A Slender Waist,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Anwaral,Illuminating,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Aasma,Guilty,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Aaimah,Leader,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Asianne,"The Rising Sun, The Name Of The Continent Used As A Given Name, According To The Koran The Pharaoh's Wife Asia Raised The Infant Moses, A Variant Of Aisha: (life),",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Arfi,Shelter,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
A'wez,Love,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Ayeeshah,Woman,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Aatya,A Lady Who Carries A Message Or Is Employed To Carry Messages,,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Aarikah,Competition,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Artapana,Protector Of Righteousness,,Girl,Persian,5,Muslim,NO,8 Letters and 1 Word,
Mublaah,Soft,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Mitraaq,Example,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Ain-ul-Hayat,Eye Of Life,,Girl,Arabic,4,Muslim,NO,12 Letters and 1 Word,
Merjaani,Pearl,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Malaahbet,Beautiful,,Girl,Arabic,4,Muslim,NO,9 Letters and 1 Word,
Mummtaz,"Famous, Nobel",,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Muraljah,Beneficial,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Merwarid,Pearl,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Misaabat,Example,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Mheen,Soft,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Manzoor-Un-Nisa,Favorite,,Girl,Arabic,6,Muslim,NO,15 Letters and 1 Word,
Mubnah,Clean,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Mueendah,Beneficial,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Mustaahi,To Reach The Limit,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Merbaa,Eye,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Mamulaa,Name Of A Famous King,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Sabriyya,Feminine form of SABRI,,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Shakeelah,"Comely, beautiful",,Girl,Urdu,8,Muslim,NO,9 Letters and 1 Word,
Maqboolah,Favorite,,Girl,Arabic,3,Muslim,NO,9 Letters and 1 Word,
Mahtaabah,Moon,,Girl,Arabic,3,Muslim,NO,9 Letters and 1 Word,
Sepeedeh,Dawn (the First Appearance Of Light In The Morning),,Girl,Persian,9,Muslim,NO,8 Letters and 1 Word,
Shamaailah,"Good qualities, virtues, excellencies, talents, dispositions, customs, northerly winds or regions,",,Girl,Urdu,2,Muslim,NO,10 Letters and 1 Word,
Shamasa,To Hasten,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Sparghai,"Firespark or Ember,",,Girl,Urdu,5,Muslim,NO,8 Letters and 1 Word,
Sehar,Morning,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Suriya,Cluster Of Seven Stars,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Shadhiyah,Aromatic,,Girl,Urdu,3,Muslim,NO,9 Letters and 1 Word,
Shaleeqa,"Variant Of Shaliqa: Real Sister, Migraine,",,Girl,Arabic,4,Muslim,NO,8 Letters and 1 Word,
Sunbula,"Ear of corn,",,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Sayyedah,(Sayyidah) Name of the wife of Hazrat Ismaa,,Girl,Urdu,1,Muslim,NO,8 Letters and 1 Word,
Shuqra,"fair-complexioned, blonde",,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Sadoqa,The truth,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Sikeena,"Variant Of Sikina: Tranquility, Devout,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Salikah,Following,,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Sumaytah,She was a companion,,Girl,Urdu,5,Muslim,NO,8 Letters and 1 Word,
Silaah,To be reunited,,Girl,Turkish,6,Muslim,YES,6 Letters and 1 Word,
Seemtun,The Silver In The Body,,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Shukriyya,Feminine form of SHUKRI,,Girl,Urdu,8,Muslim,NO,9 Letters and 1 Word,
Saqhira,"Small, Minor,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Shamamah,Fragrance,,Girl,Urdu,3,Muslim,NO,8 Letters and 1 Word,
Shaadkaam,Happy,,Girl,Arabic,4,Muslim,NO,9 Letters and 1 Word,
Saleemah,"Healthy, Sound",,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Sultaana,"Variant Of Sultana: Queen, Empress,",,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Saira Bano,"Wandering Lady, Traveler woman",,Girl,Arabic,1,Muslim,NO,10 Letters and 2 Word,
Saltanat,Government,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Salae,Unparalleled singer,,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Subaat,Sleep,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Sadooh,"Singer, singing,",,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Shiyaaj,"Endeavour, strife, hardwork,",,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Sisban,Tree,,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Shamaamah,"The fragrance of scent, perfume,",,Girl,Urdu,3,Muslim,NO,9 Letters and 1 Word,
Siteare,"Variant Of Sitara: Screen, Star,",,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Summayyah,First martyr of Islam,,Girl,Urdu,9,Muslim,NO,9 Letters and 1 Word,
Shuhda,"Honey, honeycomb",,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Sanaubur,"Cone bearing tree,",,Girl,Urdu,6,Muslim,NO,8 Letters and 1 Word,
Saiyyda,"means Chief,",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Shaqeeqah,Real sister,,Girl,Urdu,5,Muslim,NO,9 Letters and 1 Word,
Shaadab, Freshened Up,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Shaadin,Deer's Baby,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Shudun,"Powerful, straight",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Shaquarria,Gifted and talented*,,Girl,Urdu,7,Muslim,NO,10 Letters and 1 Word,
Shaadaan,Happy,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Sajdah,One who prostates to Allah often,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Shaad Khanam,Rich,,Girl,Arabic,6,Muslim,NO,12 Letters and 2 Word,
Shuaila,"Burning candle,",,Girl,Urdu,6,Muslim,NO,7 Letters and 1 Word,
Shunnareh,"Pleasant,",,Girl,Arabic,7,Muslim,NO,9 Letters and 1 Word,
Shaghalay,"Contended,",,Girl,Urdu,8,Muslim,NO,9 Letters and 1 Word,
Shmoodah,Diamond,,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Shakurah,"Grateful, very thankful",,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Sharmeelie,Shyness,,Girl,Urdu,5,Muslim,NO,10 Letters and 1 Word,
Shagheela,Staying Busy,,Girl,Urdu,4,Muslim,NO,9 Letters and 1 Word,
Shaadeh,Happy,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Shaadbher,Pious,,Girl,Arabic,8,Muslim,NO,9 Letters and 1 Word,
Sahur,Morning,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Sagheerah,Short,,Girl,Urdu,3,Muslim,NO,9 Letters and 1 Word,
Sitaarah,"(Persian) Star, a planet,",,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Sobiyah,Dresses,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Muzaferah,Helper,,Girl,Arabic,2,Muslim,NO,9 Letters and 1 Word,
Mahaalah,Solution,,Girl,Arabic,3,Muslim,NO,8 Letters and 1 Word,
Manshaar,Producer,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Mubbeen,"Appearance, Bright",,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Mughtinmah,Wealth,,Girl,Arabic,5,Muslim,NO,10 Letters and 1 Word,
Mubadrah,Fast,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Sidrat,A Tree,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Maraahat,Wedding,,Girl,Arabic,10,Muslim,NO,8 Letters and 1 Word,
Meharafzoon,Love,,Girl,Arabic,6,Muslim,NO,11 Letters and 1 Word,
Mashkoor-un-Nisa,Thankful,,Girl,Arabic,4,Muslim,NO,16 Letters and 1 Word,
Masoonah,Safe,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Muhaazqah,Smile,,Girl,Arabic,5,Muslim,NO,9 Letters and 1 Word,
Maooraa,Hidden,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Matloobah,Demanded,,Girl,Arabic,2,Muslim,NO,9 Letters and 1 Word,
Mah-e-Sima,Moon Goddess,,Girl,Arabic,4,Muslim,NO,10 Letters and 1 Word,
Matloob-Un-Nisa,Demanded,,Girl,Arabic,4,Muslim,NO,15 Letters and 1 Word,
Maftoohah,Victory,,Girl,Arabic,8,Muslim,NO,9 Letters and 1 Word,
Manshadah,Poet,,Girl,Arabic,3,Muslim,NO,9 Letters and 1 Word,
Murshadah,Straight Path,,Girl,Arabic,9,Muslim,NO,9 Letters and 1 Word,
Maloohah,Beautiful,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Maqeetah,Giver,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Maseenah,Helper,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Maasdah,Time,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Muqadisah,Pure,,Girl,Arabic,2,Muslim,NO,9 Letters and 1 Word,
Awez,Love,,Girl,Arabic,5,Muslim,YES,4 Letters and 1 Word,
Malaahah,Beautiful,,Girl,Arabic,3,Muslim,NO,8 Letters and 1 Word,
Majeeb-un-Nisaa,Acceptance,,Girl,Arabic,8,Muslim,NO,15 Letters and 1 Word,
Mutayyebah,Fragrance,,Girl,Arabic,3,Muslim,NO,10 Letters and 1 Word,
Munzoor,"Acceptable, Admired",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Marghoobah,Favorite,,Girl,Arabic,2,Muslim,NO,10 Letters and 1 Word,
Murseh,Attached,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Musharaff,Honored,,Girl,Arabic,8,Muslim,NO,9 Letters and 1 Word,
Aarifa,One endowed with great knowledge,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Aasah,Helper,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Aailaa,Beautiful,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Aaraaz,Comfort,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Aahirah,Promise,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Aaires,Rainbow,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Adaa,Style,,Girl,Arabic,6,Muslim,YES,4 Letters and 1 Word,
Ansa,"Loving, Young Lady, Virgin",,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Azaddokht,Daughter Of A Free Man,,Girl,Persian,3,Muslim,NO,9 Letters and 1 Word,
Asheeyana,"House, nest",,Girl,Urdu,8,Muslim,NO,9 Letters and 1 Word,
Aansah,Unmarried,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Astay,The desire,,Girl,Turkish,3,Muslim,YES,5 Letters and 1 Word,
Aairah,Honorable,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Ashah,Woman,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Aalam-Aaraa,Decoration,,Girl,Arabic,9,Muslim,NO,11 Letters and 1 Word,
Ashiah,Woman,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Atiba,"Simple, Gift of God",,Girl,Arabic,10,Muslim,YES,5 Letters and 1 Word,
Aahuya,Wind,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Aanqah,Stunning,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Aafrida,Born,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Aamdah,Tall,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Aafrozah,Light,,Girl,Arabic,10,Muslim,NO,8 Letters and 1 Word,
Astoban,Faithful,,Girl,Persian,7,Muslim,NO,7 Letters and 1 Word,
Asfoureh,"Bird,",,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Aajilah,Fast,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Aalam Tara,Beautiful,,Girl,Arabic,5,Muslim,NO,10 Letters and 2 Word,
Aashaam,Drinker,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Sileema,"Variant Of Salima: Safe, Mild,",,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Aafrah,Soil,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Aarveen,Examination,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Subaah,Black Shawl,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Songl,The last rose,,Girl,Turkish,4,Muslim,YES,5 Letters and 1 Word,
Saleshni,"Salihah, Correct, agreeable",,Girl,Urdu,8,Muslim,NO,8 Letters and 1 Word,
Shamoodah,Diamond,,Girl,Urdu,2,Muslim,NO,9 Letters and 1 Word,
Sareen,Princess,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Shamsul Zoha,Light Of Sun,,Girl,Arabic,7,Muslim,NO,12 Letters and 2 Word,
Shinogai,"Having green eyes,",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Saani,Second,,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Storai,Star,,Girl,Pashto,2,Muslim,YES,6 Letters and 1 Word,
Sundarta,Beauty,,Girl,Sindhi,4,Muslim,NO,8 Letters and 1 Word,
Shiree,Fertile field ,,Girl,Pashto,6,Muslim,YES,6 Letters and 1 Word,
Shareekah,Partner,,Girl,Urdu,7,Muslim,NO,9 Letters and 1 Word,
Sobhaa,Beautiful,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Sobaanah,Dress,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Sibgha,Color or dye,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Sedfi,Seashell,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Sedoor,Startup,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Seaiqa,"Thunderbolt, Lightning,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Shamia,Sniffing,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Shamla,Windy,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Salomi,Comfort,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Sedqi,Right,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Suzi,Susan's Flower,,Girl,Arabic,2,Muslim,YES,4 Letters and 1 Word,
Sulam,The Source,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Sufiyah,Pious ,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Summan,Precious,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Samroz,Fruite,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Saibah,Straight,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Sagna,Must,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Mirtaa,Conquest,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Marailah,Fast,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Misaalah,Royal,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Matanat-un-Nisaa,Strong,,Girl,Arabic,7,Muslim,NO,16 Letters and 1 Word,
Murzeh,A Bird,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Maakhrah,Small Boat,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Mashhoodah,Present,,Girl,Arabic,9,Muslim,NO,10 Letters and 1 Word,
Mutaherah,Pure,,Girl,Arabic,7,Muslim,NO,9 Letters and 1 Word,
Mishi,Sugarcane,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Mizna,"Rain, Decoration",,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Meesha,"Unlimited, Smile",,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Momal,"Beloved, Queen, Beautiful",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Allyiah,"In hebrew meaning is : In Arabic it means sublime and in Swahili it means exalted,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Aakhiz,Catcher,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Aameer,Governor,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Aamerzish,Sorry,,Girl,Arabic,7,Muslim,NO,9 Letters and 1 Word,
Abaq,Fragrance,,Girl,Arabic,1,Muslim,YES,4 Letters and 1 Word,
Aajra,Worker,,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Aamoz,Learner,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Aankeh,Stunning,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Aainah,Watch,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Aarbel,Life,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Asub,Queen Bee,,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Aamerah,Pious,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Aamaj,"Hope, Expectation, Longing",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Aallam,World,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Aamgha,Real,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Aahaad,One,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Aandah,Fast,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Aaqidah,Promise,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Aahlah,Moon,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Aarilah,Golden,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Aarsee,Mirror,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Akhzari,Greenish,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Aaranda,Coming Up,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Aalam Afroze,Bright,,Girl,Arabic,3,Muslim,NO,12 Letters and 2 Word,
Aallim,All-Knowing,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Aajmah,Examination,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Aasfi,The Collector,,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Aaroolah,Golden,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Afda,"Hasty, Rash, Impetuous",,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Aaouna,Big,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Samun,Jasmine Flower,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Sofiyah,Clever,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Simki,Silver,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Shamia,Sniffing,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Saliyah,Habit,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Sabeela,Clear Path,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Sarafa,"Veil, Hijab",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Shifaan,Cool Wind,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Suma'a,Pious,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Sarman,Day And Night,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Shakia,Complainant,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Shah Rukh,Beautiful,,Girl,Arabic,8,Muslim,NO,9 Letters and 2 Word,
Samone,Pious,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Shabeena,Night,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Simeen,Silver,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Sosan,"Blue, White Flowers",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Shahama Nin,Beautiful Horse,,Girl,Arabic,1,Muslim,NO,11 Letters and 2 Word,
Sanabel,"Plant ears, plant spikes, ears of wheat",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Shah Deen,Deer's Baby,,Girl,Arabic,1,Muslim,NO,9 Letters and 2 Word,
Siti,"A woman of noble qualities
",,Girl,Urdu,3,Muslim,YES,4 Letters and 1 Word,
Sahab-e-Safeen,"Hazrat Ali (R,A)",,Girl,Arabic,7,Muslim,NO,14 Letters and 1 Word,
Saiara,Retributor,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Sammer,Price,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Saheera,Hussein And Jamil Awrat,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Shaft,Lips,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Sakeen,Knife,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Sozin,The Name Of A Flower,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Sabeela,Clear Path,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Azma,"Strength, Courage",,Girl,Arabic,1,Muslim,YES,4 Letters and 1 Word,
Aaitun,Moon,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Aturdokht,Daughter Of Fire,,Girl,Persian,9,Muslim,NO,9 Letters and 1 Word,
Sweraa,Morning,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Shimrah,Rich,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Aaitan,Moon,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Aaimalk,Able,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Aamiyah,Proud,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Aageena,Mirror,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Aanssa,"Loving Lady, Virgin",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Aarsah,Mirror,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
